GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSA,ANRCA,CBSAA,CSAA,METDIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEO_ID,BTTRA,BTBGA,TL_GEO_ID,NAME_E,AUUEE001,AUUEE002,AUUEE003,NAME_M,AUUEM001,AUUEM002,AUUEM003
G0600750010101,2020-2024,CA,,,California,06,San Francisco County,075,,,010101,,,,,,,,,,,,,,,,,,,,,,,1400000US06075010101,,,06075010101,"Census Tract 101.01, San Francisco County, California",1216,101,1115,"Census Tract 101.01, San Francisco County, California",150,59,160
G0600750010102,2020-2024,CA,,,California,06,San Francisco County,075,,,010102,,,,,,,,,,,,,,,,,,,,,,,1400000US06075010102,,,06075010102,"Census Tract 101.02, San Francisco County, California",930,264,666,"Census Tract 101.02, San Francisco County, California",211,82,212
G0600750010201,2020-2024,CA,,,California,06,San Francisco County,075,,,010201,,,,,,,,,,,,,,,,,,,,,,,1400000US06075010201,,,06075010201,"Census Tract 102.01, San Francisco County, California",1399,406,993,"Census Tract 102.01, San Francisco County, California",179,143,117
G0600750010202,2020-2024,CA,,,California,06,San Francisco County,075,,,010202,,,,,,,,,,,,,,,,,,,,,,,1400000US06075010202,,,06075010202,"Census Tract 102.02, San Francisco County, California",1099,299,800,"Census Tract 102.02, San Francisco County, California",174,105,192
G0600750010300,2020-2024,CA,,,California,06,San Francisco County,075,,,010300,,,,,,,,,,,,,,,,,,,,,,,1400000US06075010300,,,06075010300,"Census Tract 103, San Francisco County, California",2060,440,1620,"Census Tract 103, San Francisco County, California",340,182,358
G0600750010401,2020-2024,CA,,,California,06,San Francisco County,075,,,010401,,,,,,,,,,,,,,,,,,,,,,,1400000US06075010401,,,06075010401,"Census Tract 104.01, San Francisco County, California",953,233,720,"Census Tract 104.01, San Francisco County, California",209,71,209
G0600750010402,2020-2024,CA,,,California,06,San Francisco County,075,,,010402,,,,,,,,,,,,,,,,,,,,,,,1400000US06075010402,,,06075010402,"Census Tract 104.02, San Francisco County, California",1233,391,842,"Census Tract 104.02, San Francisco County, California",131,112,131
G0600750010500,2020-2024,CA,,,California,06,San Francisco County,075,,,010500,,,,,,,,,,,,,,,,,,,,,,,1400000US06075010500,,,06075010500,"Census Tract 105, San Francisco County, California",1848,411,1437,"Census Tract 105, San Francisco County, California",227,139,209
G0600750010600,2020-2024,CA,,,California,06,San Francisco County,075,,,010600,,,,,,,,,,,,,,,,,,,,,,,1400000US06075010600,,,06075010600,"Census Tract 106, San Francisco County, California",1723,161,1562,"Census Tract 106, San Francisco County, California",237,67,237
G0600750010701,2020-2024,CA,,,California,06,San Francisco County,075,,,010701,,,,,,,,,,,,,,,,,,,,,,,1400000US06075010701,,,06075010701,"Census Tract 107.01, San Francisco County, California",1792,110,1682,"Census Tract 107.01, San Francisco County, California",258,75,270
G0600750010702,2020-2024,CA,,,California,06,San Francisco County,075,,,010702,,,,,,,,,,,,,,,,,,,,,,,1400000US06075010702,,,06075010702,"Census Tract 107.02, San Francisco County, California",660,129,531,"Census Tract 107.02, San Francisco County, California",115,77,92
G0600750010800,2020-2024,CA,,,California,06,San Francisco County,075,,,010800,,,,,,,,,,,,,,,,,,,,,,,1400000US06075010800,,,06075010800,"Census Tract 108, San Francisco County, California",2402,520,1882,"Census Tract 108, San Francisco County, California",358,166,339
G0600750010901,2020-2024,CA,,,California,06,San Francisco County,075,,,010901,,,,,,,,,,,,,,,,,,,,,,,1400000US06075010901,,,06075010901,"Census Tract 109.01, San Francisco County, California",1058,152,906,"Census Tract 109.01, San Francisco County, California",117,82,133
G0600750010902,2020-2024,CA,,,California,06,San Francisco County,075,,,010902,,,,,,,,,,,,,,,,,,,,,,,1400000US06075010902,,,06075010902,"Census Tract 109.02, San Francisco County, California",1461,184,1277,"Census Tract 109.02, San Francisco County, California",237,82,262
G0600750011001,2020-2024,CA,,,California,06,San Francisco County,075,,,011001,,,,,,,,,,,,,,,,,,,,,,,1400000US06075011001,,,06075011001,"Census Tract 110.01, San Francisco County, California",1418,241,1177,"Census Tract 110.01, San Francisco County, California",216,110,202
G0600750011002,2020-2024,CA,,,California,06,San Francisco County,075,,,011002,,,,,,,,,,,,,,,,,,,,,,,1400000US06075011002,,,06075011002,"Census Tract 110.02, San Francisco County, California",1204,417,787,"Census Tract 110.02, San Francisco County, California",256,232,156
G0600750011101,2020-2024,CA,,,California,06,San Francisco County,075,,,011101,,,,,,,,,,,,,,,,,,,,,,,1400000US06075011101,,,06075011101,"Census Tract 111.01, San Francisco County, California",1448,159,1289,"Census Tract 111.01, San Francisco County, California",251,96,257
G0600750011102,2020-2024,CA,,,California,06,San Francisco County,075,,,011102,,,,,,,,,,,,,,,,,,,,,,,1400000US06075011102,,,06075011102,"Census Tract 111.02, San Francisco County, California",1321,119,1202,"Census Tract 111.02, San Francisco County, California",264,64,267
G0600750011200,2020-2024,CA,,,California,06,San Francisco County,075,,,011200,,,,,,,,,,,,,,,,,,,,,,,1400000US06075011200,,,06075011200,"Census Tract 112, San Francisco County, California",1660,352,1308,"Census Tract 112, San Francisco County, California",213,113,233
G0600750011300,2020-2024,CA,,,California,06,San Francisco County,075,,,011300,,,,,,,,,,,,,,,,,,,,,,,1400000US06075011300,,,06075011300,"Census Tract 113, San Francisco County, California",1362,99,1263,"Census Tract 113, San Francisco County, California",170,53,171
G0600750011700,2020-2024,CA,,,California,06,San Francisco County,075,,,011700,,,,,,,,,,,,,,,,,,,,,,,1400000US06075011700,,,06075011700,"Census Tract 117, San Francisco County, California",1105,194,911,"Census Tract 117, San Francisco County, California",178,87,187
G0600750011800,2020-2024,CA,,,California,06,San Francisco County,075,,,011800,,,,,,,,,,,,,,,,,,,,,,,1400000US06075011800,,,06075011800,"Census Tract 118, San Francisco County, California",654,9,645,"Census Tract 118, San Francisco County, California",100,14,102
G0600750011901,2020-2024,CA,,,California,06,San Francisco County,075,,,011901,,,,,,,,,,,,,,,,,,,,,,,1400000US06075011901,,,06075011901,"Census Tract 119.01, San Francisco County, California",1219,175,1044,"Census Tract 119.01, San Francisco County, California",144,64,135
G0600750011902,2020-2024,CA,,,California,06,San Francisco County,075,,,011902,,,,,,,,,,,,,,,,,,,,,,,1400000US06075011902,,,06075011902,"Census Tract 119.02, San Francisco County, California",1745,120,1625,"Census Tract 119.02, San Francisco County, California",213,66,218
G0600750012001,2020-2024,CA,,,California,06,San Francisco County,075,,,012001,,,,,,,,,,,,,,,,,,,,,,,1400000US06075012001,,,06075012001,"Census Tract 120.01, San Francisco County, California",1002,47,955,"Census Tract 120.01, San Francisco County, California",187,43,184
G0600750012002,2020-2024,CA,,,California,06,San Francisco County,075,,,012002,,,,,,,,,,,,,,,,,,,,,,,1400000US06075012002,,,06075012002,"Census Tract 120.02, San Francisco County, California",1363,168,1195,"Census Tract 120.02, San Francisco County, California",231,218,143
G0600750012100,2020-2024,CA,,,California,06,San Francisco County,075,,,012100,,,,,,,,,,,,,,,,,,,,,,,1400000US06075012100,,,06075012100,"Census Tract 121, San Francisco County, California",1984,192,1792,"Census Tract 121, San Francisco County, California",305,149,318
G0600750012202,2020-2024,CA,,,California,06,San Francisco County,075,,,012202,,,,,,,,,,,,,,,,,,,,,,,1400000US06075012202,,,06075012202,"Census Tract 122.02, San Francisco County, California",1374,149,1225,"Census Tract 122.02, San Francisco County, California",170,122,159
G0600750012203,2020-2024,CA,,,California,06,San Francisco County,075,,,012203,,,,,,,,,,,,,,,,,,,,,,,1400000US06075012203,,,06075012203,"Census Tract 122.03, San Francisco County, California",1058,0,1058,"Census Tract 122.03, San Francisco County, California",301,14,301
G0600750012204,2020-2024,CA,,,California,06,San Francisco County,075,,,012204,,,,,,,,,,,,,,,,,,,,,,,1400000US06075012204,,,06075012204,"Census Tract 122.04, San Francisco County, California",1519,119,1400,"Census Tract 122.04, San Francisco County, California",314,71,308
G0600750012301,2020-2024,CA,,,California,06,San Francisco County,075,,,012301,,,,,,,,,,,,,,,,,,,,,,,1400000US06075012301,,,06075012301,"Census Tract 123.01, San Francisco County, California",1190,36,1154,"Census Tract 123.01, San Francisco County, California",184,42,186
G0600750012302,2020-2024,CA,,,California,06,San Francisco County,075,,,012302,,,,,,,,,,,,,,,,,,,,,,,1400000US06075012302,,,06075012302,"Census Tract 123.02, San Francisco County, California",1889,0,1889,"Census Tract 123.02, San Francisco County, California",205,14,205
G0600750012403,2020-2024,CA,,,California,06,San Francisco County,075,,,012403,,,,,,,,,,,,,,,,,,,,,,,1400000US06075012403,,,06075012403,"Census Tract 124.03, San Francisco County, California",1222,17,1205,"Census Tract 124.03, San Francisco County, California",273,29,276
G0600750012404,2020-2024,CA,,,California,06,San Francisco County,075,,,012404,,,,,,,,,,,,,,,,,,,,,,,1400000US06075012404,,,06075012404,"Census Tract 124.04, San Francisco County, California",1541,17,1524,"Census Tract 124.04, San Francisco County, California",347,27,351
G0600750012405,2020-2024,CA,,,California,06,San Francisco County,075,,,012405,,,,,,,,,,,,,,,,,,,,,,,1400000US06075012405,,,06075012405,"Census Tract 124.05, San Francisco County, California",2579,37,2542,"Census Tract 124.05, San Francisco County, California",380,31,387
G0600750012406,2020-2024,CA,,,California,06,San Francisco County,075,,,012406,,,,,,,,,,,,,,,,,,,,,,,1400000US06075012406,,,06075012406,"Census Tract 124.06, San Francisco County, California",951,119,832,"Census Tract 124.06, San Francisco County, California",128,51,116
G0600750012502,2020-2024,CA,,,California,06,San Francisco County,075,,,012502,,,,,,,,,,,,,,,,,,,,,,,1400000US06075012502,,,06075012502,"Census Tract 125.02, San Francisco County, California",2250,0,2250,"Census Tract 125.02, San Francisco County, California",323,14,323
G0600750012503,2020-2024,CA,,,California,06,San Francisco County,075,,,012503,,,,,,,,,,,,,,,,,,,,,,,1400000US06075012503,,,06075012503,"Census Tract 125.03, San Francisco County, California",2224,45,2179,"Census Tract 125.03, San Francisco County, California",300,62,310
G0600750012504,2020-2024,CA,,,California,06,San Francisco County,075,,,012504,,,,,,,,,,,,,,,,,,,,,,,1400000US06075012504,,,06075012504,"Census Tract 125.04, San Francisco County, California",342,42,300,"Census Tract 125.04, San Francisco County, California",92,47,84
G0600750012601,2020-2024,CA,,,California,06,San Francisco County,075,,,012601,,,,,,,,,,,,,,,,,,,,,,,1400000US06075012601,,,06075012601,"Census Tract 126.01, San Francisco County, California",1282,286,996,"Census Tract 126.01, San Francisco County, California",166,81,174
G0600750012602,2020-2024,CA,,,California,06,San Francisco County,075,,,012602,,,,,,,,,,,,,,,,,,,,,,,1400000US06075012602,,,06075012602,"Census Tract 126.02, San Francisco County, California",1470,454,1016,"Census Tract 126.02, San Francisco County, California",182,136,166
G0600750012700,2020-2024,CA,,,California,06,San Francisco County,075,,,012700,,,,,,,,,,,,,,,,,,,,,,,1400000US06075012700,,,06075012700,"Census Tract 127, San Francisco County, California",1996,713,1283,"Census Tract 127, San Francisco County, California",293,283,205
G0600750012801,2020-2024,CA,,,California,06,San Francisco County,075,,,012801,,,,,,,,,,,,,,,,,,,,,,,1400000US06075012801,,,06075012801,"Census Tract 128.01, San Francisco County, California",1162,437,725,"Census Tract 128.01, San Francisco County, California",193,95,185
G0600750012802,2020-2024,CA,,,California,06,San Francisco County,075,,,012802,,,,,,,,,,,,,,,,,,,,,,,1400000US06075012802,,,06075012802,"Census Tract 128.02, San Francisco County, California",1001,296,705,"Census Tract 128.02, San Francisco County, California",162,95,186
G0600750012901,2020-2024,CA,,,California,06,San Francisco County,075,,,012901,,,,,,,,,,,,,,,,,,,,,,,1400000US06075012901,,,06075012901,"Census Tract 129.01, San Francisco County, California",1459,306,1153,"Census Tract 129.01, San Francisco County, California",185,97,179
G0600750012902,2020-2024,CA,,,California,06,San Francisco County,075,,,012902,,,,,,,,,,,,,,,,,,,,,,,1400000US06075012902,,,06075012902,"Census Tract 129.02, San Francisco County, California",1734,403,1331,"Census Tract 129.02, San Francisco County, California",235,114,232
G0600750013001,2020-2024,CA,,,California,06,San Francisco County,075,,,013001,,,,,,,,,,,,,,,,,,,,,,,1400000US06075013001,,,06075013001,"Census Tract 130.01, San Francisco County, California",911,289,622,"Census Tract 130.01, San Francisco County, California",127,74,121
G0600750013002,2020-2024,CA,,,California,06,San Francisco County,075,,,013002,,,,,,,,,,,,,,,,,,,,,,,1400000US06075013002,,,06075013002,"Census Tract 130.02, San Francisco County, California",1285,324,961,"Census Tract 130.02, San Francisco County, California",258,154,253
G0600750013101,2020-2024,CA,,,California,06,San Francisco County,075,,,013101,,,,,,,,,,,,,,,,,,,,,,,1400000US06075013101,,,06075013101,"Census Tract 131.01, San Francisco County, California",2233,508,1725,"Census Tract 131.01, San Francisco County, California",298,195,266
G0600750013102,2020-2024,CA,,,California,06,San Francisco County,075,,,013102,,,,,,,,,,,,,,,,,,,,,,,1400000US06075013102,,,06075013102,"Census Tract 131.02, San Francisco County, California",1482,411,1071,"Census Tract 131.02, San Francisco County, California",302,147,282
G0600750013200,2020-2024,CA,,,California,06,San Francisco County,075,,,013200,,,,,,,,,,,,,,,,,,,,,,,1400000US06075013200,,,06075013200,"Census Tract 132, San Francisco County, California",2224,891,1333,"Census Tract 132, San Francisco County, California",319,257,202
G0600750013300,2020-2024,CA,,,California,06,San Francisco County,075,,,013300,,,,,,,,,,,,,,,,,,,,,,,1400000US06075013300,,,06075013300,"Census Tract 133, San Francisco County, California",1958,802,1156,"Census Tract 133, San Francisco County, California",196,150,220
G0600750013401,2020-2024,CA,,,California,06,San Francisco County,075,,,013401,,,,,,,,,,,,,,,,,,,,,,,1400000US06075013401,,,06075013401,"Census Tract 134.01, San Francisco County, California",874,234,640,"Census Tract 134.01, San Francisco County, California",248,70,245
G0600750013402,2020-2024,CA,,,California,06,San Francisco County,075,,,013402,,,,,,,,,,,,,,,,,,,,,,,1400000US06075013402,,,06075013402,"Census Tract 134.02, San Francisco County, California",1201,275,926,"Census Tract 134.02, San Francisco County, California",185,122,169
G0600750013500,2020-2024,CA,,,California,06,San Francisco County,075,,,013500,,,,,,,,,,,,,,,,,,,,,,,1400000US06075013500,,,06075013500,"Census Tract 135, San Francisco County, California",1718,514,1204,"Census Tract 135, San Francisco County, California",208,145,222
G0600750015100,2020-2024,CA,,,California,06,San Francisco County,075,,,015100,,,,,,,,,,,,,,,,,,,,,,,1400000US06075015100,,,06075015100,"Census Tract 151, San Francisco County, California",1566,548,1018,"Census Tract 151, San Francisco County, California",202,144,177
G0600750015201,2020-2024,CA,,,California,06,San Francisco County,075,,,015201,,,,,,,,,,,,,,,,,,,,,,,1400000US06075015201,,,06075015201,"Census Tract 152.01, San Francisco County, California",1063,151,912,"Census Tract 152.01, San Francisco County, California",159,85,138
G0600750015202,2020-2024,CA,,,California,06,San Francisco County,075,,,015202,,,,,,,,,,,,,,,,,,,,,,,1400000US06075015202,,,06075015202,"Census Tract 152.02, San Francisco County, California",1123,523,600,"Census Tract 152.02, San Francisco County, California",155,133,150
G0600750015300,2020-2024,CA,,,California,06,San Francisco County,075,,,015300,,,,,,,,,,,,,,,,,,,,,,,1400000US06075015300,,,06075015300,"Census Tract 153, San Francisco County, California",1062,433,629,"Census Tract 153, San Francisco County, California",148,82,148
G0600750015401,2020-2024,CA,,,California,06,San Francisco County,075,,,015401,,,,,,,,,,,,,,,,,,,,,,,1400000US06075015401,,,06075015401,"Census Tract 154.01, San Francisco County, California",1732,561,1171,"Census Tract 154.01, San Francisco County, California",274,175,234
G0600750015402,2020-2024,CA,,,California,06,San Francisco County,075,,,015402,,,,,,,,,,,,,,,,,,,,,,,1400000US06075015402,,,06075015402,"Census Tract 154.02, San Francisco County, California",1359,325,1034,"Census Tract 154.02, San Francisco County, California",282,104,302
G0600750015500,2020-2024,CA,,,California,06,San Francisco County,075,,,015500,,,,,,,,,,,,,,,,,,,,,,,1400000US06075015500,,,06075015500,"Census Tract 155, San Francisco County, California",2209,192,2017,"Census Tract 155, San Francisco County, California",284,92,293
G0600750015600,2020-2024,CA,,,California,06,San Francisco County,075,,,015600,,,,,,,,,,,,,,,,,,,,,,,1400000US06075015600,,,06075015600,"Census Tract 156, San Francisco County, California",1418,388,1030,"Census Tract 156, San Francisco County, California",207,97,216
G0600750015701,2020-2024,CA,,,California,06,San Francisco County,075,,,015701,,,,,,,,,,,,,,,,,,,,,,,1400000US06075015701,,,06075015701,"Census Tract 157.01, San Francisco County, California",1230,420,810,"Census Tract 157.01, San Francisco County, California",143,139,202
G0600750015702,2020-2024,CA,,,California,06,San Francisco County,075,,,015702,,,,,,,,,,,,,,,,,,,,,,,1400000US06075015702,,,06075015702,"Census Tract 157.02, San Francisco County, California",1386,588,798,"Census Tract 157.02, San Francisco County, California",219,246,124
G0600750015801,2020-2024,CA,,,California,06,San Francisco County,075,,,015801,,,,,,,,,,,,,,,,,,,,,,,1400000US06075015801,,,06075015801,"Census Tract 158.01, San Francisco County, California",1527,443,1084,"Census Tract 158.01, San Francisco County, California",148,105,152
G0600750015802,2020-2024,CA,,,California,06,San Francisco County,075,,,015802,,,,,,,,,,,,,,,,,,,,,,,1400000US06075015802,,,06075015802,"Census Tract 158.02, San Francisco County, California",1570,333,1237,"Census Tract 158.02, San Francisco County, California",184,90,207
G0600750015900,2020-2024,CA,,,California,06,San Francisco County,075,,,015900,,,,,,,,,,,,,,,,,,,,,,,1400000US06075015900,,,06075015900,"Census Tract 159, San Francisco County, California",2081,427,1654,"Census Tract 159, San Francisco County, California",250,154,273
G0600750016000,2020-2024,CA,,,California,06,San Francisco County,075,,,016000,,,,,,,,,,,,,,,,,,,,,,,1400000US06075016000,,,06075016000,"Census Tract 160, San Francisco County, California",1766,444,1322,"Census Tract 160, San Francisco County, California",485,96,478
G0600750016101,2020-2024,CA,,,California,06,San Francisco County,075,,,016101,,,,,,,,,,,,,,,,,,,,,,,1400000US06075016101,,,06075016101,"Census Tract 161.01, San Francisco County, California",1496,205,1291,"Census Tract 161.01, San Francisco County, California",267,111,260
G0600750016102,2020-2024,CA,,,California,06,San Francisco County,075,,,016102,,,,,,,,,,,,,,,,,,,,,,,1400000US06075016102,,,06075016102,"Census Tract 161.02, San Francisco County, California",1192,43,1149,"Census Tract 161.02, San Francisco County, California",264,36,266
G0600750016200,2020-2024,CA,,,California,06,San Francisco County,075,,,016200,,,,,,,,,,,,,,,,,,,,,,,1400000US06075016200,,,06075016200,"Census Tract 162, San Francisco County, California",2010,344,1666,"Census Tract 162, San Francisco County, California",332,220,294
G0600750016300,2020-2024,CA,,,California,06,San Francisco County,075,,,016300,,,,,,,,,,,,,,,,,,,,,,,1400000US06075016300,,,06075016300,"Census Tract 163, San Francisco County, California",1994,344,1650,"Census Tract 163, San Francisco County, California",255,118,272
G0600750016400,2020-2024,CA,,,California,06,San Francisco County,075,,,016400,,,,,,,,,,,,,,,,,,,,,,,1400000US06075016400,,,06075016400,"Census Tract 164, San Francisco County, California",1753,281,1472,"Census Tract 164, San Francisco County, California",214,106,256
G0600750016500,2020-2024,CA,,,California,06,San Francisco County,075,,,016500,,,,,,,,,,,,,,,,,,,,,,,1400000US06075016500,,,06075016500,"Census Tract 165, San Francisco County, California",2259,731,1528,"Census Tract 165, San Francisco County, California",290,192,293
G0600750016601,2020-2024,CA,,,California,06,San Francisco County,075,,,016601,,,,,,,,,,,,,,,,,,,,,,,1400000US06075016601,,,06075016601,"Census Tract 166.01, San Francisco County, California",1469,277,1192,"Census Tract 166.01, San Francisco County, California",220,70,233
G0600750016602,2020-2024,CA,,,California,06,San Francisco County,075,,,016602,,,,,,,,,,,,,,,,,,,,,,,1400000US06075016602,,,06075016602,"Census Tract 166.02, San Francisco County, California",1048,247,801,"Census Tract 166.02, San Francisco County, California",206,95,228
G0600750016700,2020-2024,CA,,,California,06,San Francisco County,075,,,016700,,,,,,,,,,,,,,,,,,,,,,,1400000US06075016700,,,06075016700,"Census Tract 167, San Francisco County, California",2392,767,1625,"Census Tract 167, San Francisco County, California",319,176,340
G0600750016801,2020-2024,CA,,,California,06,San Francisco County,075,,,016801,,,,,,,,,,,,,,,,,,,,,,,1400000US06075016801,,,06075016801,"Census Tract 168.01, San Francisco County, California",2061,364,1697,"Census Tract 168.01, San Francisco County, California",210,121,196
G0600750016802,2020-2024,CA,,,California,06,San Francisco County,075,,,016802,,,,,,,,,,,,,,,,,,,,,,,1400000US06075016802,,,06075016802,"Census Tract 168.02, San Francisco County, California",1924,300,1624,"Census Tract 168.02, San Francisco County, California",239,106,252
G0600750016900,2020-2024,CA,,,California,06,San Francisco County,075,,,016900,,,,,,,,,,,,,,,,,,,,,,,1400000US06075016900,,,06075016900,"Census Tract 169, San Francisco County, California",1507,511,996,"Census Tract 169, San Francisco County, California",176,137,150
G0600750017000,2020-2024,CA,,,California,06,San Francisco County,075,,,017000,,,,,,,,,,,,,,,,,,,,,,,1400000US06075017000,,,06075017000,"Census Tract 170, San Francisco County, California",2201,1120,1081,"Census Tract 170, San Francisco County, California",254,233,206
G0600750017101,2020-2024,CA,,,California,06,San Francisco County,075,,,017101,,,,,,,,,,,,,,,,,,,,,,,1400000US06075017101,,,06075017101,"Census Tract 171.01, San Francisco County, California",1710,552,1158,"Census Tract 171.01, San Francisco County, California",212,93,213
G0600750017102,2020-2024,CA,,,California,06,San Francisco County,075,,,017102,,,,,,,,,,,,,,,,,,,,,,,1400000US06075017102,,,06075017102,"Census Tract 171.02, San Francisco County, California",1509,516,993,"Census Tract 171.02, San Francisco County, California",144,92,139
G0600750017602,2020-2024,CA,,,California,06,San Francisco County,075,,,017602,,,,,,,,,,,,,,,,,,,,,,,1400000US06075017602,,,06075017602,"Census Tract 176.02, San Francisco County, California",1546,161,1385,"Census Tract 176.02, San Francisco County, California",291,85,302
G0600750017603,2020-2024,CA,,,California,06,San Francisco County,075,,,017603,,,,,,,,,,,,,,,,,,,,,,,1400000US06075017603,,,06075017603,"Census Tract 176.03, San Francisco County, California",2517,540,1977,"Census Tract 176.03, San Francisco County, California",311,182,285
G0600750017604,2020-2024,CA,,,California,06,San Francisco County,075,,,017604,,,,,,,,,,,,,,,,,,,,,,,1400000US06075017604,,,06075017604,"Census Tract 176.04, San Francisco County, California",2301,209,2092,"Census Tract 176.04, San Francisco County, California",236,123,268
G0600750017700,2020-2024,CA,,,California,06,San Francisco County,075,,,017700,,,,,,,,,,,,,,,,,,,,,,,1400000US06075017700,,,06075017700,"Census Tract 177, San Francisco County, California",1296,287,1009,"Census Tract 177, San Francisco County, California",143,99,142
G0600750017801,2020-2024,CA,,,California,06,San Francisco County,075,,,017801,,,,,,,,,,,,,,,,,,,,,,,1400000US06075017801,,,06075017801,"Census Tract 178.01, San Francisco County, California",2247,447,1800,"Census Tract 178.01, San Francisco County, California",229,204,190
G0600750017803,2020-2024,CA,,,California,06,San Francisco County,075,,,017803,,,,,,,,,,,,,,,,,,,,,,,1400000US06075017803,,,06075017803,"Census Tract 178.03, San Francisco County, California",1208,254,954,"Census Tract 178.03, San Francisco County, California",240,109,238
G0600750017804,2020-2024,CA,,,California,06,San Francisco County,075,,,017804,,,,,,,,,,,,,,,,,,,,,,,1400000US06075017804,,,06075017804,"Census Tract 178.04, San Francisco County, California",2322,854,1468,"Census Tract 178.04, San Francisco County, California",317,268,305
G0600750017903,2020-2024,CA,,,California,06,San Francisco County,075,,,017903,,,,,,,,,,,,,,,,,,,,,,,1400000US06075017903,,,06075017903,"Census Tract 179.03, San Francisco County, California",616,0,616,"Census Tract 179.03, San Francisco County, California",101,14,101
G0600750018000,2020-2024,CA,,,California,06,San Francisco County,075,,,018000,,,,,,,,,,,,,,,,,,,,,,,1400000US06075018000,,,06075018000,"Census Tract 180, San Francisco County, California",1648,320,1328,"Census Tract 180, San Francisco County, California",276,80,266
G0600750020101,2020-2024,CA,,,California,06,San Francisco County,075,,,020101,,,,,,,,,,,,,,,,,,,,,,,1400000US06075020101,,,06075020101,"Census Tract 201.01, San Francisco County, California",1901,480,1421,"Census Tract 201.01, San Francisco County, California",306,180,293
G0600750020102,2020-2024,CA,,,California,06,San Francisco County,075,,,020102,,,,,,,,,,,,,,,,,,,,,,,1400000US06075020102,,,06075020102,"Census Tract 201.02, San Francisco County, California",1306,221,1085,"Census Tract 201.02, San Francisco County, California",288,88,268
G0600750020201,2020-2024,CA,,,California,06,San Francisco County,075,,,020201,,,,,,,,,,,,,,,,,,,,,,,1400000US06075020201,,,06075020201,"Census Tract 202.01, San Francisco County, California",976,220,756,"Census Tract 202.01, San Francisco County, California",147,88,163
G0600750020202,2020-2024,CA,,,California,06,San Francisco County,075,,,020202,,,,,,,,,,,,,,,,,,,,,,,1400000US06075020202,,,06075020202,"Census Tract 202.02, San Francisco County, California",2195,476,1719,"Census Tract 202.02, San Francisco County, California",313,193,329
