GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSA,ANRCA,CBSAA,CSAA,METDIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEO_ID,BTTRA,BTBGA,TL_GEO_ID,NAME_E,AUO7E001,AUO7E002,AUO7E003,AUO7E004,AUO7E005,AUO7E006,AUO7E007,AUO7E008,AUO7E009,AUO7E010,NAME_M,AUO7M001,AUO7M002,AUO7M003,AUO7M004,AUO7M005,AUO7M006,AUO7M007,AUO7M008,AUO7M009,AUO7M010
G0600750010101,2020-2024,CA,,,California,06,San Francisco County,075,,,010101,,,,,,,,,,,,,,,,,,,,,,,1400000US06075010101,,,06075010101,"Census Tract 101.01, San Francisco County, California",1911,768,113,62,561,58,183,166,112,54,"Census Tract 101.01, San Francisco County, California",285,166,124,66,156,87,175,97,86,48
G0600750010102,2020-2024,CA,,,California,06,San Francisco County,075,,,010102,,,,,,,,,,,,,,,,,,,,,,,1400000US06075010102,,,06075010102,"Census Tract 101.02, San Francisco County, California",1917,630,385,0,770,12,79,41,20,21,"Census Tract 101.02, San Francisco County, California",339,171,322,14,192,19,124,33,23,22
G0600750010201,2020-2024,CA,,,California,06,San Francisco County,075,,,010201,,,,,,,,,,,,,,,,,,,,,,,1400000US06075010201,,,06075010201,"Census Tract 102.01, San Francisco County, California",2650,1794,153,55,189,0,25,434,199,235,"Census Tract 102.01, San Francisco County, California",532,471,114,66,86,14,32,278,158,173
G0600750010202,2020-2024,CA,,,California,06,San Francisco County,075,,,010202,,,,,,,,,,,,,,,,,,,,,,,1400000US06075010202,,,06075010202,"Census Tract 102.02, San Francisco County, California",1839,1240,30,0,277,18,72,202,80,122,"Census Tract 102.02, San Francisco County, California",311,323,49,14,180,38,77,100,82,77
G0600750010300,2020-2024,CA,,,California,06,San Francisco County,075,,,010300,,,,,,,,,,,,,,,,,,,,,,,1400000US06075010300,,,06075010300,"Census Tract 103, San Francisco County, California",3824,2283,0,75,925,0,156,385,316,69,"Census Tract 103, San Francisco County, California",551,455,14,121,319,14,224,191,179,65
G0600750010401,2020-2024,CA,,,California,06,San Francisco County,075,,,010401,,,,,,,,,,,,,,,,,,,,,,,1400000US06075010401,,,06075010401,"Census Tract 104.01, San Francisco County, California",2427,1270,7,5,585,0,72,488,76,412,"Census Tract 104.01, San Francisco County, California",739,328,20,12,157,14,69,508,82,437
G0600750010402,2020-2024,CA,,,California,06,San Francisco County,075,,,010402,,,,,,,,,,,,,,,,,,,,,,,1400000US06075010402,,,06075010402,"Census Tract 104.02, San Francisco County, California",1924,1292,31,0,431,0,41,129,55,74,"Census Tract 104.02, San Francisco County, California",254,234,39,14,139,14,57,100,57,84
G0600750010500,2020-2024,CA,,,California,06,San Francisco County,075,,,010500,,,,,,,,,,,,,,,,,,,,,,,1400000US06075010500,,,06075010500,"Census Tract 105, San Francisco County, California",3473,1475,31,0,1760,0,53,154,43,111,"Census Tract 105, San Francisco County, California",506,383,44,14,417,14,59,130,107,74
G0600750010600,2020-2024,CA,,,California,06,San Francisco County,075,,,010600,,,,,,,,,,,,,,,,,,,,,,,1400000US06075010600,,,06075010600,"Census Tract 106, San Francisco County, California",2957,935,104,13,1480,0,27,398,212,186,"Census Tract 106, San Francisco County, California",407,220,68,20,316,14,28,181,148,104
G0600750010701,2020-2024,CA,,,California,06,San Francisco County,075,,,010701,,,,,,,,,,,,,,,,,,,,,,,1400000US06075010701,,,06075010701,"Census Tract 107.01, San Francisco County, California",3021,149,0,0,2784,0,28,60,0,60,"Census Tract 107.01, San Francisco County, California",616,53,14,14,623,14,31,65,14,65
G0600750010702,2020-2024,CA,,,California,06,San Francisco County,075,,,010702,,,,,,,,,,,,,,,,,,,,,,,1400000US06075010702,,,06075010702,"Census Tract 107.02, San Francisco County, California",1398,423,0,37,707,0,163,68,10,58,"Census Tract 107.02, San Francisco County, California",257,124,14,58,189,14,113,45,17,43
G0600750010800,2020-2024,CA,,,California,06,San Francisco County,075,,,010800,,,,,,,,,,,,,,,,,,,,,,,1400000US06075010800,,,06075010800,"Census Tract 108, San Francisco County, California",4047,1784,277,0,1446,0,238,302,65,237,"Census Tract 108, San Francisco County, California",537,381,238,14,342,14,169,202,87,174
G0600750010901,2020-2024,CA,,,California,06,San Francisco County,075,,,010901,,,,,,,,,,,,,,,,,,,,,,,1400000US06075010901,,,06075010901,"Census Tract 109.01, San Francisco County, California",2067,1466,13,16,205,0,34,333,111,222,"Census Tract 109.01, San Francisco County, California",334,305,21,27,81,14,53,198,88,139
G0600750010902,2020-2024,CA,,,California,06,San Francisco County,075,,,010902,,,,,,,,,,,,,,,,,,,,,,,1400000US06075010902,,,06075010902,"Census Tract 109.02, San Francisco County, California",2589,1709,0,0,571,0,55,254,118,136,"Census Tract 109.02, San Francisco County, California",528,464,14,14,226,14,58,175,89,156
G0600750011001,2020-2024,CA,,,California,06,San Francisco County,075,,,011001,,,,,,,,,,,,,,,,,,,,,,,1400000US06075011001,,,06075011001,"Census Tract 110.01, San Francisco County, California",2402,1428,90,0,696,0,47,141,113,28,"Census Tract 110.01, San Francisco County, California",421,336,148,14,173,14,39,118,113,32
G0600750011002,2020-2024,CA,,,California,06,San Francisco County,075,,,011002,,,,,,,,,,,,,,,,,,,,,,,1400000US06075011002,,,06075011002,"Census Tract 110.02, San Francisco County, California",1992,1001,0,0,620,0,91,280,99,181,"Census Tract 110.02, San Francisco County, California",449,245,14,14,338,14,68,167,86,151
G0600750011101,2020-2024,CA,,,California,06,San Francisco County,075,,,011101,,,,,,,,,,,,,,,,,,,,,,,1400000US06075011101,,,06075011101,"Census Tract 111.01, San Francisco County, California",2477,1115,76,0,1082,0,44,160,65,95,"Census Tract 111.01, San Francisco County, California",413,264,58,14,368,14,38,82,42,71
G0600750011102,2020-2024,CA,,,California,06,San Francisco County,075,,,011102,,,,,,,,,,,,,,,,,,,,,,,1400000US06075011102,,,06075011102,"Census Tract 111.02, San Francisco County, California",2207,803,231,0,729,0,271,173,52,121,"Census Tract 111.02, San Francisco County, California",436,260,167,14,255,14,308,102,60,75
G0600750011200,2020-2024,CA,,,California,06,San Francisco County,075,,,011200,,,,,,,,,,,,,,,,,,,,,,,1400000US06075011200,,,06075011200,"Census Tract 112, San Francisco County, California",2676,1339,68,0,1020,0,42,207,23,184,"Census Tract 112, San Francisco County, California",392,251,79,14,302,14,48,117,27,117
G0600750011300,2020-2024,CA,,,California,06,San Francisco County,075,,,011300,,,,,,,,,,,,,,,,,,,,,,,1400000US06075011300,,,06075011300,"Census Tract 113, San Francisco County, California",2589,556,55,0,1859,0,43,76,10,66,"Census Tract 113, San Francisco County, California",473,168,79,14,496,14,53,50,17,47
G0600750011700,2020-2024,CA,,,California,06,San Francisco County,075,,,011700,,,,,,,,,,,,,,,,,,,,,,,1400000US06075011700,,,06075011700,"Census Tract 117, San Francisco County, California",1914,862,27,19,568,0,121,317,139,178,"Census Tract 117, San Francisco County, California",315,198,32,29,186,14,106,173,118,147
G0600750011800,2020-2024,CA,,,California,06,San Francisco County,075,,,011800,,,,,,,,,,,,,,,,,,,,,,,1400000US06075011800,,,06075011800,"Census Tract 118, San Francisco County, California",1376,90,20,0,1098,0,30,138,27,111,"Census Tract 118, San Francisco County, California",260,48,24,14,256,14,38,122,35,120
G0600750011901,2020-2024,CA,,,California,06,San Francisco County,075,,,011901,,,,,,,,,,,,,,,,,,,,,,,1400000US06075011901,,,06075011901,"Census Tract 119.01, San Francisco County, California",2022,838,38,0,690,0,257,199,139,60,"Census Tract 119.01, San Francisco County, California",300,189,40,14,194,14,274,114,109,42
G0600750011902,2020-2024,CA,,,California,06,San Francisco County,075,,,011902,,,,,,,,,,,,,,,,,,,,,,,1400000US06075011902,,,06075011902,"Census Tract 119.02, San Francisco County, California",3032,1129,54,16,1174,0,402,257,113,144,"Census Tract 119.02, San Francisco County, California",641,317,40,18,530,14,259,130,84,98
G0600750012001,2020-2024,CA,,,California,06,San Francisco County,075,,,012001,,,,,,,,,,,,,,,,,,,,,,,1400000US06075012001,,,06075012001,"Census Tract 120.01, San Francisco County, California",1746,612,21,0,330,0,277,506,480,26,"Census Tract 120.01, San Francisco County, California",488,202,25,14,191,14,181,315,311,36
G0600750012002,2020-2024,CA,,,California,06,San Francisco County,075,,,012002,,,,,,,,,,,,,,,,,,,,,,,1400000US06075012002,,,06075012002,"Census Tract 120.02, San Francisco County, California",2126,658,174,23,584,0,217,470,49,421,"Census Tract 120.02, San Francisco County, California",377,218,103,41,193,14,122,310,68,303
G0600750012100,2020-2024,CA,,,California,06,San Francisco County,075,,,012100,,,,,,,,,,,,,,,,,,,,,,,1400000US06075012100,,,06075012100,"Census Tract 121, San Francisco County, California",3203,1552,72,4,890,0,217,468,242,226,"Census Tract 121, San Francisco County, California",399,439,48,8,255,14,162,192,146,110
G0600750012202,2020-2024,CA,,,California,06,San Francisco County,075,,,012202,,,,,,,,,,,,,,,,,,,,,,,1400000US06075012202,,,06075012202,"Census Tract 122.02, San Francisco County, California",2915,1068,373,61,766,0,400,247,51,196,"Census Tract 122.02, San Francisco County, California",377,303,159,57,302,14,309,134,71,119
G0600750012203,2020-2024,CA,,,California,06,San Francisco County,075,,,012203,,,,,,,,,,,,,,,,,,,,,,,1400000US06075012203,,,06075012203,"Census Tract 122.03, San Francisco County, California",1524,636,98,103,371,0,101,215,131,84,"Census Tract 122.03, San Francisco County, California",386,294,82,86,242,14,75,56,54,11
G0600750012204,2020-2024,CA,,,California,06,San Francisco County,075,,,012204,,,,,,,,,,,,,,,,,,,,,,,1400000US06075012204,,,06075012204,"Census Tract 122.04, San Francisco County, California",2571,1047,0,22,823,0,238,441,239,202,"Census Tract 122.04, San Francisco County, California",554,342,14,34,324,14,220,232,175,161
G0600750012301,2020-2024,CA,,,California,06,San Francisco County,075,,,012301,,,,,,,,,,,,,,,,,,,,,,,1400000US06075012301,,,06075012301,"Census Tract 123.01, San Francisco County, California",1924,548,167,13,483,0,624,89,13,76,"Census Tract 123.01, San Francisco County, California",382,210,96,23,176,14,354,47,22,41
G0600750012302,2020-2024,CA,,,California,06,San Francisco County,075,,,012302,,,,,,,,,,,,,,,,,,,,,,,1400000US06075012302,,,06075012302,"Census Tract 123.02, San Francisco County, California",2700,1105,233,39,832,0,229,262,182,80,"Census Tract 123.02, San Francisco County, California",266,203,112,39,208,14,134,136,116,68
G0600750012403,2020-2024,CA,,,California,06,San Francisco County,075,,,012403,,,,,,,,,,,,,,,,,,,,,,,1400000US06075012403,,,06075012403,"Census Tract 124.03, San Francisco County, California",2481,339,90,48,878,0,694,432,335,97,"Census Tract 124.03, San Francisco County, California",648,154,49,59,423,14,459,227,225,70
G0600750012404,2020-2024,CA,,,California,06,San Francisco County,075,,,012404,,,,,,,,,,,,,,,,,,,,,,,1400000US06075012404,,,06075012404,"Census Tract 124.04, San Francisco County, California",2714,784,174,70,633,17,807,229,85,144,"Census Tract 124.04, San Francisco County, California",453,370,125,87,300,27,350,155,109,118
G0600750012405,2020-2024,CA,,,California,06,San Francisco County,075,,,012405,,,,,,,,,,,,,,,,,,,,,,,1400000US06075012405,,,06075012405,"Census Tract 124.05, San Francisco County, California",3764,1373,590,77,667,0,99,958,579,379,"Census Tract 124.05, San Francisco County, California",491,374,294,79,199,14,99,489,365,343
G0600750012406,2020-2024,CA,,,California,06,San Francisco County,075,,,012406,,,,,,,,,,,,,,,,,,,,,,,1400000US06075012406,,,06075012406,"Census Tract 124.06, San Francisco County, California",1529,455,87,0,648,0,233,106,67,39,"Census Tract 124.06, San Francisco County, California",254,130,85,14,267,14,133,92,84,47
G0600750012502,2020-2024,CA,,,California,06,San Francisco County,075,,,012502,,,,,,,,,,,,,,,,,,,,,,,1400000US06075012502,,,06075012502,"Census Tract 125.02, San Francisco County, California",4517,957,619,224,1371,18,885,443,327,116,"Census Tract 125.02, San Francisco County, California",696,341,217,174,361,38,647,209,196,83
G0600750012503,2020-2024,CA,,,California,06,San Francisco County,075,,,012503,,,,,,,,,,,,,,,,,,,,,,,1400000US06075012503,,,06075012503,"Census Tract 125.03, San Francisco County, California",4772,730,416,74,1989,0,1074,489,328,161,"Census Tract 125.03, San Francisco County, California",558,273,166,110,733,14,549,270,236,136
G0600750012504,2020-2024,CA,,,California,06,San Francisco County,075,,,012504,,,,,,,,,,,,,,,,,,,,,,,1400000US06075012504,,,06075012504,"Census Tract 125.04, San Francisco County, California",693,121,58,16,239,0,28,231,193,38,"Census Tract 125.04, San Francisco County, California",220,81,57,27,148,14,34,188,186,34
G0600750012601,2020-2024,CA,,,California,06,San Francisco County,075,,,012601,,,,,,,,,,,,,,,,,,,,,,,1400000US06075012601,,,06075012601,"Census Tract 126.01, San Francisco County, California",2105,1548,0,0,207,0,8,342,200,142,"Census Tract 126.01, San Francisco County, California",347,307,14,14,103,14,9,157,93,123
G0600750012602,2020-2024,CA,,,California,06,San Francisco County,075,,,012602,,,,,,,,,,,,,,,,,,,,,,,1400000US06075012602,,,06075012602,"Census Tract 126.02, San Francisco County, California",3071,2536,8,0,212,0,25,290,98,192,"Census Tract 126.02, San Francisco County, California",477,445,15,14,99,14,31,134,67,123
G0600750012700,2020-2024,CA,,,California,06,San Francisco County,075,,,012700,,,,,,,,,,,,,,,,,,,,,,,1400000US06075012700,,,06075012700,"Census Tract 127, San Francisco County, California",4027,3342,35,0,251,0,0,399,257,142,"Census Tract 127, San Francisco County, California",674,613,57,14,184,14,14,282,256,132
G0600750012801,2020-2024,CA,,,California,06,San Francisco County,075,,,012801,,,,,,,,,,,,,,,,,,,,,,,1400000US06075012801,,,06075012801,"Census Tract 128.01, San Francisco County, California",2568,2013,20,0,113,16,68,338,308,30,"Census Tract 128.01, San Francisco County, California",578,377,27,14,85,27,74,442,437,42
G0600750012802,2020-2024,CA,,,California,06,San Francisco County,075,,,012802,,,,,,,,,,,,,,,,,,,,,,,1400000US06075012802,,,06075012802,"Census Tract 128.02, San Francisco County, California",1855,1218,3,0,390,0,75,169,148,21,"Census Tract 128.02, San Francisco County, California",334,382,13,14,153,14,76,114,116,28
G0600750012901,2020-2024,CA,,,California,06,San Francisco County,075,,,012901,,,,,,,,,,,,,,,,,,,,,,,1400000US06075012901,,,06075012901,"Census Tract 129.01, San Francisco County, California",2830,1980,3,1,464,0,28,354,182,172,"Census Tract 129.01, San Francisco County, California",579,581,5,7,217,14,25,141,138,69
G0600750012902,2020-2024,CA,,,California,06,San Francisco County,075,,,012902,,,,,,,,,,,,,,,,,,,,,,,1400000US06075012902,,,06075012902,"Census Tract 129.02, San Francisco County, California",2589,1810,18,0,436,90,82,153,76,77,"Census Tract 129.02, San Francisco County, California",366,375,31,14,224,96,85,84,54,53
G0600750013001,2020-2024,CA,,,California,06,San Francisco County,075,,,013001,,,,,,,,,,,,,,,,,,,,,,,1400000US06075013001,,,06075013001,"Census Tract 130.01, San Francisco County, California",1427,1165,7,4,128,0,51,72,28,44,"Census Tract 130.01, San Francisco County, California",250,221,13,8,64,14,55,64,46,47
G0600750013002,2020-2024,CA,,,California,06,San Francisco County,075,,,013002,,,,,,,,,,,,,,,,,,,,,,,1400000US06075013002,,,06075013002,"Census Tract 130.02, San Francisco County, California",2843,2090,0,45,331,0,0,377,120,257,"Census Tract 130.02, San Francisco County, California",650,496,14,51,189,14,14,267,116,254
G0600750013101,2020-2024,CA,,,California,06,San Francisco County,075,,,013101,,,,,,,,,,,,,,,,,,,,,,,1400000US06075013101,,,06075013101,"Census Tract 131.01, San Francisco County, California",3768,2069,48,0,1325,0,20,306,96,210,"Census Tract 131.01, San Francisco County, California",544,459,61,14,541,14,25,150,90,108
G0600750013102,2020-2024,CA,,,California,06,San Francisco County,075,,,013102,,,,,,,,,,,,,,,,,,,,,,,1400000US06075013102,,,06075013102,"Census Tract 131.02, San Francisco County, California",2550,1704,101,0,317,0,98,330,174,156,"Census Tract 131.02, San Francisco County, California",456,368,104,14,135,14,69,182,173,78
G0600750013200,2020-2024,CA,,,California,06,San Francisco County,075,,,013200,,,,,,,,,,,,,,,,,,,,,,,1400000US06075013200,,,06075013200,"Census Tract 132, San Francisco County, California",3481,2493,1,0,540,0,18,429,266,163,"Census Tract 132, San Francisco County, California",557,425,2,14,288,14,26,216,211,98
G0600750013300,2020-2024,CA,,,California,06,San Francisco County,075,,,013300,,,,,,,,,,,,,,,,,,,,,,,1400000US06075013300,,,06075013300,"Census Tract 133, San Francisco County, California",3952,2623,64,0,901,0,40,324,153,171,"Census Tract 133, San Francisco County, California",451,494,42,14,303,14,43,116,69,89
G0600750013401,2020-2024,CA,,,California,06,San Francisco County,075,,,013401,,,,,,,,,,,,,,,,,,,,,,,1400000US06075013401,,,06075013401,"Census Tract 134.01, San Francisco County, California",1390,915,3,3,159,0,34,276,78,198,"Census Tract 134.01, San Francisco County, California",295,211,8,8,76,14,24,208,68,194
G0600750013402,2020-2024,CA,,,California,06,San Francisco County,075,,,013402,,,,,,,,,,,,,,,,,,,,,,,1400000US06075013402,,,06075013402,"Census Tract 134.02, San Francisco County, California",2420,1468,100,2,668,0,55,127,21,106,"Census Tract 134.02, San Francisco County, California",400,354,110,5,229,14,68,76,24,75
G0600750013500,2020-2024,CA,,,California,06,San Francisco County,075,,,013500,,,,,,,,,,,,,,,,,,,,,,,1400000US06075013500,,,06075013500,"Census Tract 135, San Francisco County, California",2807,2135,0,0,293,0,32,347,80,267,"Census Tract 135, San Francisco County, California",331,349,14,14,96,14,53,158,57,149
G0600750015100,2020-2024,CA,,,California,06,San Francisco County,075,,,015100,,,,,,,,,,,,,,,,,,,,,,,1400000US06075015100,,,06075015100,"Census Tract 151, San Francisco County, California",2641,1299,144,5,939,0,17,237,27,210,"Census Tract 151, San Francisco County, California",423,258,108,10,268,14,21,99,23,91
G0600750015201,2020-2024,CA,,,California,06,San Francisco County,075,,,015201,,,,,,,,,,,,,,,,,,,,,,,1400000US06075015201,,,06075015201,"Census Tract 152.01, San Francisco County, California",1615,834,173,0,506,0,15,87,60,27,"Census Tract 152.01, San Francisco County, California",203,216,107,14,178,14,27,59,44,32
G0600750015202,2020-2024,CA,,,California,06,San Francisco County,075,,,015202,,,,,,,,,,,,,,,,,,,,,,,1400000US06075015202,,,06075015202,"Census Tract 152.02, San Francisco County, California",2413,1238,404,0,577,0,0,194,59,135,"Census Tract 152.02, San Francisco County, California",631,296,561,14,201,14,14,107,55,65
G0600750015300,2020-2024,CA,,,California,06,San Francisco County,075,,,015300,,,,,,,,,,,,,,,,,,,,,,,1400000US06075015300,,,06075015300,"Census Tract 153, San Francisco County, California",2377,1591,185,61,211,0,40,289,175,114,"Census Tract 153, San Francisco County, California",414,295,134,54,103,14,39,147,145,72
G0600750015401,2020-2024,CA,,,California,06,San Francisco County,075,,,015401,,,,,,,,,,,,,,,,,,,,,,,1400000US06075015401,,,06075015401,"Census Tract 154.01, San Francisco County, California",3205,1674,33,0,1098,0,84,316,170,146,"Census Tract 154.01, San Francisco County, California",380,297,32,14,293,14,59,179,158,106
G0600750015402,2020-2024,CA,,,California,06,San Francisco County,075,,,015402,,,,,,,,,,,,,,,,,,,,,,,1400000US06075015402,,,06075015402,"Census Tract 154.02, San Francisco County, California",2688,1801,40,16,424,0,102,305,257,48,"Census Tract 154.02, San Francisco County, California",575,386,67,23,238,14,120,230,227,41
G0600750015500,2020-2024,CA,,,California,06,San Francisco County,075,,,015500,,,,,,,,,,,,,,,,,,,,,,,1400000US06075015500,,,06075015500,"Census Tract 155, San Francisco County, California",4011,1815,137,0,1575,0,313,171,139,32,"Census Tract 155, San Francisco County, California",517,444,136,14,391,14,357,106,104,42
G0600750015600,2020-2024,CA,,,California,06,San Francisco County,075,,,015600,,,,,,,,,,,,,,,,,,,,,,,1400000US06075015600,,,06075015600,"Census Tract 156, San Francisco County, California",2964,1262,151,5,1162,0,81,303,88,215,"Census Tract 156, San Francisco County, California",501,258,89,6,376,14,69,124,63,100
G0600750015701,2020-2024,CA,,,California,06,San Francisco County,075,,,015701,,,,,,,,,,,,,,,,,,,,,,,1400000US06075015701,,,06075015701,"Census Tract 157.01, San Francisco County, California",4777,2474,159,0,1444,0,167,533,172,361,"Census Tract 157.01, San Francisco County, California",488,549,88,14,253,14,98,178,105,132
G0600750015702,2020-2024,CA,,,California,06,San Francisco County,075,,,015702,,,,,,,,,,,,,,,,,,,,,,,1400000US06075015702,,,06075015702,"Census Tract 157.02, San Francisco County, California",3080,1729,73,0,458,0,590,230,98,132,"Census Tract 157.02, San Francisco County, California",676,272,68,14,164,14,630,107,66,72
G0600750015801,2020-2024,CA,,,California,06,San Francisco County,075,,,015801,,,,,,,,,,,,,,,,,,,,,,,1400000US06075015801,,,06075015801,"Census Tract 158.01, San Francisco County, California",3384,1163,772,0,919,0,124,406,222,184,"Census Tract 158.01, San Francisco County, California",483,230,391,14,190,14,152,147,125,108
G0600750015802,2020-2024,CA,,,California,06,San Francisco County,075,,,015802,,,,,,,,,,,,,,,,,,,,,,,1400000US06075015802,,,06075015802,"Census Tract 158.02, San Francisco County, California",3095,1610,184,0,531,0,210,560,82,478,"Census Tract 158.02, San Francisco County, California",519,317,108,14,157,14,159,233,51,214
G0600750015900,2020-2024,CA,,,California,06,San Francisco County,075,,,015900,,,,,,,,,,,,,,,,,,,,,,,1400000US06075015900,,,06075015900,"Census Tract 159, San Francisco County, California",4861,1539,576,463,1519,0,408,356,139,217,"Census Tract 159, San Francisco County, California",853,564,422,572,402,14,298,168,89,140
G0600750016000,2020-2024,CA,,,California,06,San Francisco County,075,,,016000,,,,,,,,,,,,,,,,,,,,,,,1400000US06075016000,,,06075016000,"Census Tract 160, San Francisco County, California",2892,964,201,5,986,0,296,440,95,345,"Census Tract 160, San Francisco County, California",538,186,101,18,281,14,214,432,55,426
G0600750016101,2020-2024,CA,,,California,06,San Francisco County,075,,,016101,,,,,,,,,,,,,,,,,,,,,,,1400000US06075016101,,,06075016101,"Census Tract 161.01, San Francisco County, California",2426,957,193,0,984,0,0,292,38,254,"Census Tract 161.01, San Francisco County, California",506,270,126,14,517,14,14,132,40,132
G0600750016102,2020-2024,CA,,,California,06,San Francisco County,075,,,016102,,,,,,,,,,,,,,,,,,,,,,,1400000US06075016102,,,06075016102,"Census Tract 161.02, San Francisco County, California",2989,202,1181,0,1041,296,0,269,114,155,"Census Tract 161.02, San Francisco County, California",494,242,401,14,420,269,14,186,98,160
G0600750016200,2020-2024,CA,,,California,06,San Francisco County,075,,,016200,,,,,,,,,,,,,,,,,,,,,,,1400000US06075016200,,,06075016200,"Census Tract 162, San Francisco County, California",3209,1531,135,13,841,3,353,333,217,116,"Census Tract 162, San Francisco County, California",583,423,121,21,409,13,240,189,173,109
G0600750016300,2020-2024,CA,,,California,06,San Francisco County,075,,,016300,,,,,,,,,,,,,,,,,,,,,,,1400000US06075016300,,,06075016300,"Census Tract 163, San Francisco County, California",3925,2337,444,0,514,0,74,556,151,405,"Census Tract 163, San Francisco County, California",583,514,258,14,229,14,67,259,134,223
G0600750016400,2020-2024,CA,,,California,06,San Francisco County,075,,,016400,,,,,,,,,,,,,,,,,,,,,,,1400000US06075016400,,,06075016400,"Census Tract 164, San Francisco County, California",3571,2265,257,0,692,0,88,269,136,133,"Census Tract 164, San Francisco County, California",656,636,97,14,194,14,69,128,72,88
G0600750016500,2020-2024,CA,,,California,06,San Francisco County,075,,,016500,,,,,,,,,,,,,,,,,,,,,,,1400000US06075016500,,,06075016500,"Census Tract 165, San Francisco County, California",5206,3443,241,221,358,0,140,803,310,493,"Census Tract 165, San Francisco County, California",674,514,198,267,147,19,133,322,203,259
G0600750016601,2020-2024,CA,,,California,06,San Francisco County,075,,,016601,,,,,,,,,,,,,,,,,,,,,,,1400000US06075016601,,,06075016601,"Census Tract 166.01, San Francisco County, California",2836,2036,110,0,403,0,54,233,73,160,"Census Tract 166.01, San Francisco County, California",484,490,100,14,130,14,55,104,60,79
G0600750016602,2020-2024,CA,,,California,06,San Francisco County,075,,,016602,,,,,,,,,,,,,,,,,,,,,,,1400000US06075016602,,,06075016602,"Census Tract 166.02, San Francisco County, California",1912,1333,176,47,89,0,10,257,79,178,"Census Tract 166.02, San Francisco County, California",422,328,170,51,62,14,18,127,71,99
G0600750016700,2020-2024,CA,,,California,06,San Francisco County,075,,,016700,,,,,,,,,,,,,,,,,,,,,,,1400000US06075016700,,,06075016700,"Census Tract 167, San Francisco County, California",4852,2967,42,44,952,0,43,804,443,361,"Census Tract 167, San Francisco County, California",761,696,59,63,377,14,40,259,171,201
G0600750016801,2020-2024,CA,,,California,06,San Francisco County,075,,,016801,,,,,,,,,,,,,,,,,,,,,,,1400000US06075016801,,,06075016801,"Census Tract 168.01, San Francisco County, California",4223,1959,241,5,833,36,251,898,585,313,"Census Tract 168.01, San Francisco County, California",472,372,165,7,316,50,156,345,350,141
G0600750016802,2020-2024,CA,,,California,06,San Francisco County,075,,,016802,,,,,,,,,,,,,,,,,,,,,,,1400000US06075016802,,,06075016802,"Census Tract 168.02, San Francisco County, California",3943,2106,210,0,789,153,199,486,77,409,"Census Tract 168.02, San Francisco County, California",677,585,111,14,251,88,122,256,66,254
G0600750016900,2020-2024,CA,,,California,06,San Francisco County,075,,,016900,,,,,,,,,,,,,,,,,,,,,,,1400000US06075016900,,,06075016900,"Census Tract 169, San Francisco County, California",2889,2122,32,24,376,15,115,205,87,118,"Census Tract 169, San Francisco County, California",469,455,37,37,112,25,87,99,73,60
G0600750017000,2020-2024,CA,,,California,06,San Francisco County,075,,,017000,,,,,,,,,,,,,,,,,,,,,,,1400000US06075017000,,,06075017000,"Census Tract 170, San Francisco County, California",4061,2849,76,0,578,0,103,455,378,77,"Census Tract 170, San Francisco County, California",536,518,64,14,222,14,97,205,185,71
G0600750017101,2020-2024,CA,,,California,06,San Francisco County,075,,,017101,,,,,,,,,,,,,,,,,,,,,,,1400000US06075017101,,,06075017101,"Census Tract 171.01, San Francisco County, California",4003,2642,36,18,517,0,14,776,301,475,"Census Tract 171.01, San Francisco County, California",561,501,43,25,237,14,22,213,156,169
G0600750017102,2020-2024,CA,,,California,06,San Francisco County,075,,,017102,,,,,,,,,,,,,,,,,,,,,,,1400000US06075017102,,,06075017102,"Census Tract 171.02, San Francisco County, California",3165,2296,47,14,309,0,147,352,118,234,"Census Tract 171.02, San Francisco County, California",368,345,41,18,138,14,85,135,88,117
