GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSA,ANRCA,CBSAA,CSAA,METDIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEO_ID,BTTRA,BTBGA,TL_GEO_ID,NAME_E,AUO6E001,NAME_M,AUO6M001
G0600750032801,2020-2024,CA,,,California,06,San Francisco County,075,,,032801,,,,,,,,,,,,,,,,,,,,,,,1400000US06075032801,,,06075032801,"Census Tract 328.01, San Francisco County, California",4021,"Census Tract 328.01, San Francisco County, California",778
G0600750032802,2020-2024,CA,,,California,06,San Francisco County,075,,,032802,,,,,,,,,,,,,,,,,,,,,,,1400000US06075032802,,,06075032802,"Census Tract 328.02, San Francisco County, California",4268,"Census Tract 328.02, San Francisco County, California",750
G0600750032901,2020-2024,CA,,,California,06,San Francisco County,075,,,032901,,,,,,,,,,,,,,,,,,,,,,,1400000US06075032901,,,06075032901,"Census Tract 329.01, San Francisco County, California",6013,"Census Tract 329.01, San Francisco County, California",770
G0600750032902,2020-2024,CA,,,California,06,San Francisco County,075,,,032902,,,,,,,,,,,,,,,,,,,,,,,1400000US06075032902,,,06075032902,"Census Tract 329.02, San Francisco County, California",3720,"Census Tract 329.02, San Francisco County, California",784
G0600750033001,2020-2024,CA,,,California,06,San Francisco County,075,,,033001,,,,,,,,,,,,,,,,,,,,,,,1400000US06075033001,,,06075033001,"Census Tract 330.01, San Francisco County, California",3911,"Census Tract 330.01, San Francisco County, California",589
G0600750033002,2020-2024,CA,,,California,06,San Francisco County,075,,,033002,,,,,,,,,,,,,,,,,,,,,,,1400000US06075033002,,,06075033002,"Census Tract 330.02, San Francisco County, California",4015,"Census Tract 330.02, San Francisco County, California",542
G0600750033100,2020-2024,CA,,,California,06,San Francisco County,075,,,033100,,,,,,,,,,,,,,,,,,,,,,,1400000US06075033100,,,06075033100,"Census Tract 331, San Francisco County, California",3755,"Census Tract 331, San Francisco County, California",489
G0600750033201,2020-2024,CA,,,California,06,San Francisco County,075,,,033201,,,,,,,,,,,,,,,,,,,,,,,1400000US06075033201,,,06075033201,"Census Tract 332.01, San Francisco County, California",3316,"Census Tract 332.01, San Francisco County, California",429
G0600750033203,2020-2024,CA,,,California,06,San Francisco County,075,,,033203,,,,,,,,,,,,,,,,,,,,,,,1400000US06075033203,,,06075033203,"Census Tract 332.03, San Francisco County, California",2895,"Census Tract 332.03, San Francisco County, California",490
G0600750033204,2020-2024,CA,,,California,06,San Francisco County,075,,,033204,,,,,,,,,,,,,,,,,,,,,,,1400000US06075033204,,,06075033204,"Census Tract 332.04, San Francisco County, California",3816,"Census Tract 332.04, San Francisco County, California",702
G0600750035101,2020-2024,CA,,,California,06,San Francisco County,075,,,035101,,,,,,,,,,,,,,,,,,,,,,,1400000US06075035101,,,06075035101,"Census Tract 351.01, San Francisco County, California",3748,"Census Tract 351.01, San Francisco County, California",941
G0600750035102,2020-2024,CA,,,California,06,San Francisco County,075,,,035102,,,,,,,,,,,,,,,,,,,,,,,1400000US06075035102,,,06075035102,"Census Tract 351.02, San Francisco County, California",3755,"Census Tract 351.02, San Francisco County, California",479
G0600750035201,2020-2024,CA,,,California,06,San Francisco County,075,,,035201,,,,,,,,,,,,,,,,,,,,,,,1400000US06075035201,,,06075035201,"Census Tract 352.01, San Francisco County, California",5020,"Census Tract 352.01, San Francisco County, California",792
G0600750035202,2020-2024,CA,,,California,06,San Francisco County,075,,,035202,,,,,,,,,,,,,,,,,,,,,,,1400000US06075035202,,,06075035202,"Census Tract 352.02, San Francisco County, California",4188,"Census Tract 352.02, San Francisco County, California",677
G0600750035300,2020-2024,CA,,,California,06,San Francisco County,075,,,035300,,,,,,,,,,,,,,,,,,,,,,,1400000US06075035300,,,06075035300,"Census Tract 353, San Francisco County, California",6525,"Census Tract 353, San Francisco County, California",739
G0600750035400,2020-2024,CA,,,California,06,San Francisco County,075,,,035400,,,,,,,,,,,,,,,,,,,,,,,1400000US06075035400,,,06075035400,"Census Tract 354, San Francisco County, California",7140,"Census Tract 354, San Francisco County, California",1424
G0600750040100,2020-2024,CA,,,California,06,San Francisco County,075,,,040100,,,,,,,,,,,,,,,,,,,,,,,1400000US06075040100,,,06075040100,"Census Tract 401, San Francisco County, California",4315,"Census Tract 401, San Francisco County, California",813
G0600750040200,2020-2024,CA,,,California,06,San Francisco County,075,,,040200,,,,,,,,,,,,,,,,,,,,,,,1400000US06075040200,,,06075040200,"Census Tract 402, San Francisco County, California",4719,"Census Tract 402, San Francisco County, California",690
G0600750042601,2020-2024,CA,,,California,06,San Francisco County,075,,,042601,,,,,,,,,,,,,,,,,,,,,,,1400000US06075042601,,,06075042601,"Census Tract 426.01, San Francisco County, California",4342,"Census Tract 426.01, San Francisco County, California",786
G0600750042602,2020-2024,CA,,,California,06,San Francisco County,075,,,042602,,,,,,,,,,,,,,,,,,,,,,,1400000US06075042602,,,06075042602,"Census Tract 426.02, San Francisco County, California",3202,"Census Tract 426.02, San Francisco County, California",389
