zip,date,rent
94103,2021-09,3262.1130710740053
94131,2021-09,3209.393870034904
94132,2021-09,3070.4419784841284
94107,2021-09,3298.460841807024
94133,2021-09,3005.742760088305
94123,2021-09,3275.748896863716
94127,2021-09,3070.4419784841284
94105,2021-09,3658.5936629813887
94108,2021-09,2570.489504438872
94158,2021-09,3901.8571234427127
94129,2021-09,3070.4419784841284
94112,2021-10,3090.2058782666804
94110,2021-10,3280.508817013357
94122,2021-10,2862.037741418824
94109,2021-10,2511.835934053683
94116,2021-10,2635.76860054126
94117,2021-10,3115.188849685189
94118,2021-10,2843.6959577074904
94121,2021-10,2757.236993848316
94124,2021-10,3055.365921598986
94114,2021-10,3310.6584903664343
94102,2021-10,2660.776155103032
94115,2021-10,2998.7241219698794
94103,2021-10,3243.643100407377
94131,2021-10,3231.461445742083
94132,2021-10,3055.365921598986
94107,2021-10,3240.9004599948357
94133,2021-10,2987.561134686611
94123,2021-10,3273.4659204840227
94127,2021-10,3055.365921598986
94105,2021-10,3596.6324197906565
94108,2021-10,2602.135174628106
94158,2021-10,3809.515314672893
94129,2021-10,3055.365921598986
94112,2021-11,3115.5127579280343
94110,2021-11,3283.6685533469454
94122,2021-11,2845.7163087305566
94109,2021-11,2514.799037641257
94116,2021-11,2587.090021363954
94117,2021-11,3149.3256837357403
94118,2021-11,2816.892844780471
94121,2021-11,2770.701019613199
94124,2021-11,3041.5014024493953
94114,2021-11,3327.4931957696544
94102,2021-11,2628.9565504274024
94115,2021-11,2947.102918417141
94103,2021-11,3208.0900472197995
94131,2021-11,3231.434140979684
94132,2021-11,3041.5014024493953
94107,2021-11,3149.3625297371045
94133,2021-11,3042.101958281989
94123,2021-11,3303.004318929885
94127,2021-11,3041.5014024493953
94105,2021-11,3534.189783038252
94108,2021-11,2616.153616887992
94158,2021-11,3716.931359709453
94129,2021-11,3041.5014024493953
94112,2021-12,3093.6790297661382
94110,2021-12,3291.6770499972013
94122,2021-12,2823.14852073969
94109,2021-12,2509.5735203488875
94116,2021-12,2608.8847701240534
94117,2021-12,3182.8403174491004
94118,2021-12,2780.197430693173
94121,2021-12,2766.3423185474394
94124,2021-12,3034.8283217807552
94114,2021-12,3319.4726576769503
94102,2021-12,2647.2923645500646
94115,2021-12,2953.1374630628334
94103,2021-12,3164.781047728378
94131,2021-12,3254.7804064209045
94132,2021-12,3034.8283217807552
94107,2021-12,3095.859010174365
94133,2021-12,3025.1719253071183
94123,2021-12,3296.204326558491
94127,2021-12,3034.8283217807552
94105,2021-12,3488.2294154925744
94108,2021-12,2672.7778025441853
94158,2021-12,3687.688736652789
94129,2021-12,3034.8283217807552
94112,2022-01,3103.355760851753
94110,2022-01,3308.8269223825
94122,2022-01,2847.3245031616884
94109,2022-01,2513.452478122076
94116,2022-01,2632.740212370445
94117,2022-01,3231.934599867361
94118,2022-01,2806.76932189471
94121,2022-01,2722.881323937792
94124,2022-01,3048.22091542449
94114,2022-01,3350.03232505335
94102,2022-01,2635.003059350653
94115,2022-01,2985.3545617264085
94103,2022-01,3206.00859202486
94131,2022-01,3230.083650871554
94132,2022-01,3048.22091542449
94107,2022-01,3110.410877339192
94133,2022-01,3005.433676350879
94123,2022-01,3325.427558818443
94127,2022-01,3048.22091542449
94105,2022-01,3481.8738901681827
94108,2022-01,2692.589087613295
94158,2022-01,3726.69499116017
94129,2022-01,3048.22091542449
94112,2022-02,3176.070617671776
94110,2022-02,3327.322096307716
94122,2022-02,2872.682576524464
94109,2022-02,2525.216812931127
94116,2022-02,2688.6934686601926
94117,2022-02,3228.737444734764
94118,2022-02,2790.5590822813942
94121,2022-02,2810.9671875380564
94124,2022-02,3080.703871821986
94114,2022-02,3363.969352874809
94102,2022-02,2678.4188639845543
94115,2022-02,3090.2294663964417
94103,2022-02,3207.1132877537857
94131,2022-02,3229.8055045372166
94132,2022-02,3080.703871821986
94107,2022-02,3154.343969326297
94133,2022-02,3014.9795540989253
94123,2022-02,3331.260062456759
94127,2022-02,3080.703871821986
94105,2022-02,3500.584246440037
94108,2022-02,2725.6302943270584
94158,2022-02,3816.7896757723615
94129,2022-02,3080.703871821986
94112,2022-03,3224.504939699405
94110,2022-03,3328.4406780938066
94122,2022-03,2907.82069750716
94109,2022-03,2553.0845897159456
94116,2022-03,2695.595826700381
94117,2022-03,3235.622089422058
94118,2022-03,2841.330190674931
94121,2022-03,2810.290262870382
94124,2022-03,3101.7296009201928
94114,2022-03,3404.143546207514
94102,2022-03,2666.090451043857
94115,2022-03,3097.394261125558
94103,2022-03,3235.003737711343
94131,2022-03,3241.38201320739
94132,2022-03,3101.7296009201928
94107,2022-03,3221.0460173585384
94133,2022-03,3024.5995998289354
94123,2022-03,3358.0186349050487
94127,2022-03,3101.7296009201928
94105,2022-03,3528.95859626615
94108,2022-03,2704.456524039841
94158,2022-03,3855.079761105406
94129,2022-03,3101.7296009201928
94112,2022-04,3288.9170535501203
94110,2022-04,3349.768754340093
94122,2022-04,2931.4330920018665
94109,2022-04,2562.952331022524
94116,2022-04,2733.785056014628
94117,2022-04,3208.9341644118454
94118,2022-04,2855.612875093162
94121,2022-04,2878.223581003841
94124,2022-04,3128.56849403446
94114,2022-04,3409.616320296166
94102,2022-04,2676.9601954755453
94115,2022-04,3102.314530674769
